job_number,source_book,book_title,job_statement,job_type,persona,job_map_stage,granularity,parent_job,prerequisites,related_jobs,desired_outcomes,section,evidence,notes,doc
343,tkn_cli,Pipelines CLI (tkn) reference,"When I am implementing event-driven CI/CD, I want to manage trigger resources from the command line, so I can configure automated pipeline execution based on external events",core,DevOps engineer,Configure,main_job,,tkn CLI installed | Tekton Triggers installed | Understanding of trigger concepts,Manage pipelines | Configure webhooks | Monitor events,Create and configure event listeners | Define trigger bindings for event data | Set up trigger templates | Manage cluster-level triggers | Enable webhook-based automation,Trigger management commands,"tkn_cli-combined.adoc -> Trigger management commands, lines 801-953","Covers EventListener, TriggerBinding, TriggerTemplate, ClusterTriggerBinding",tkn_cli-combined.adoc
344,tkn_cli,Pipelines CLI (tkn) reference,"When I need to receive webhook events, I want to manage event listeners, so I can configure endpoints that trigger pipelines from external systems",core,DevOps engineer,Configure,user_story,"When I am implementing event-driven CI/CD, I want to manage trigger resources from the command line, so I can configure automated pipeline execution based on external events",Tekton Triggers installed | Access to namespace,Create trigger bindings | Create trigger templates | Monitor event listener logs,Create webhook endpoints | List configured listeners | View listener details | Monitor incoming events | Delete obsolete listeners,Trigger management commands,"tkn_cli-combined.adoc -> Trigger management commands, lines 806-848","Supports delete, describe, list, and logs operations",tkn_cli-combined.adoc
345,tkn_cli,Pipelines CLI (tkn) reference,"When I need to map webhook payload data to pipeline parameters, I want to manage trigger bindings, so I can extract event information and pass it to pipeline runs",core,DevOps engineer,Configure,user_story,"When I am implementing event-driven CI/CD, I want to manage trigger resources from the command line, so I can configure automated pipeline execution based on external events",Understanding of event structure | Access to namespace,Configure event listeners | Define trigger templates,Define parameter mappings | Extract webhook data | Bind event fields to parameters | List and manage bindings | Remove obsolete bindings,Trigger management commands,"tkn_cli-combined.adoc -> Trigger management commands, lines 850-883","Supports delete, describe, and list operations",tkn_cli-combined.adoc
346,tkn_cli,Pipelines CLI (tkn) reference,"When I need to define what happens when an event is received, I want to manage trigger templates, so I can specify which pipelines or tasks to create in response to events",core,DevOps engineer,Configure,user_story,"When I am implementing event-driven CI/CD, I want to manage trigger resources from the command line, so I can configure automated pipeline execution based on external events",Understanding of pipeline/task definitions | Access to namespace,Configure trigger bindings | Configure event listeners,Define pipeline/task templates | Specify resource creation logic | List available templates | View template details | Remove obsolete templates,Trigger management commands,"tkn_cli-combined.adoc -> Trigger management commands, lines 885-917","Supports delete, describe, and list operations",tkn_cli-combined.adoc
347,tkn_cli,Pipelines CLI (tkn) reference,"When I need to share trigger bindings across all namespaces, I want to manage cluster trigger bindings, so I can define reusable parameter mappings available cluster-wide",core,Platform engineer,Configure,user_story,"When I am implementing event-driven CI/CD, I want to manage trigger resources from the command line, so I can configure automated pipeline execution based on external events",Cluster admin permissions | Understanding of cluster resources,Manage trigger bindings | Configure event listeners,Define cluster-wide bindings | Share bindings across namespaces | List cluster bindings | View binding details | Remove obsolete cluster bindings,Trigger management commands,"tkn_cli-combined.adoc -> Trigger management commands, lines 918-951","Cluster-scoped resource, no namespace flag needed",tkn_cli-combined.adoc
348,tkn_cli,Pipelines CLI (tkn) reference,"When I am building pipelines, I want to discover and install tasks from Tekton Hub, so I can reuse community-maintained tasks instead of building everything from scratch",core,Pipeline developer,Get Started,main_job,,tkn CLI installed | Internet access to Tekton Hub | Understanding of task concepts,Manage tasks | Build pipelines | Share tasks,Search for reusable tasks | Install tasks from catalog | View task documentation | Upgrade installed tasks | Manage task versions,Hub interaction commands,"tkn_cli-combined.adoc -> Hub interaction commands, lines 963-1050",Hub provides catalog of reusable Tekton resources,tkn_cli-combined.adoc
349,tkn_cli,Pipelines CLI (tkn) reference,"When I need to revert a task to a previous version, I want to downgrade an installed hub resource, so I can roll back to a known working version",core,Pipeline developer,Operate,user_story,"When I am building pipelines, I want to discover and install tasks from Tekton Hub, so I can reuse community-maintained tasks instead of building everything from scratch",Task installed from hub | Previous version available,Upgrade task | List installed versions,Revert to earlier version | Fix breaking changes | Restore stable functionality,Hub interaction commands,"tkn_cli-combined.adoc -> Hub interaction commands, lines 988-995",Downgrades to specified earlier version,tkn_cli-combined.adoc
350,tkn_cli,Pipelines CLI (tkn) reference,"When I need to review a task before installing, I want to get the manifest for a hub resource, so I can examine its implementation and determine if it fits my needs",core,Pipeline developer,Reference,user_story,"When I am building pipelines, I want to discover and install tasks from Tekton Hub, so I can reuse community-maintained tasks instead of building everything from scratch",Hub access | Resource exists in catalog,View task info | Install task,Review task YAML definition | Understand task implementation | Verify task compatibility | Assess task requirements,Hub interaction commands,"tkn_cli-combined.adoc -> Hub interaction commands, lines 997-1004","Gets manifest by name, kind, catalog, and version",tkn_cli-combined.adoc
351,tkn_cli,Pipelines CLI (tkn) reference,"When I am evaluating tasks from the hub, I want to display detailed information about a hub resource, so I can understand its purpose, parameters, and usage",core,Pipeline developer,Reference,user_story,"When I am building pipelines, I want to discover and install tasks from Tekton Hub, so I can reuse community-maintained tasks instead of building everything from scratch",Hub access | Resource exists in catalog,Search hub | Get manifest | Install task,View task description | Understand parameters | See usage examples | Review task metadata | Check version information,Hub interaction commands,"tkn_cli-combined.adoc -> Hub interaction commands, lines 1006-1013","Shows information by name, kind, catalog, and version",tkn_cli-combined.adoc
352,tkn_cli,Pipelines CLI (tkn) reference,"When I need to add a task from the hub to my cluster, I want to install a hub resource by version, so I can deploy the task for use in my pipelines",core,Pipeline developer,Deploy,user_story,"When I am building pipelines, I want to discover and install tasks from Tekton Hub, so I can reuse community-maintained tasks instead of building everything from scratch",Hub access | Permission to create tasks | Target namespace exists,Search hub | View task info | Use in pipeline,Deploy task to namespace | Make task available for pipelines | Install specific version | Add hub task to cluster,Hub interaction commands,"tkn_cli-combined.adoc -> Hub interaction commands, lines 1015-1022","Installs by kind, name, catalog, and version",tkn_cli-combined.adoc
